1,7,13
10,8,12
10,1,7
10,18,15
10,3,16
10,10,12
10,9,2
11,3,8
11,6,14
11,17,7
11,17,9
11,1,20
11,7,11
11,17,9
11,4,2
11,18,6
11,9,4
11,11,4
11,1,4
11,14,5
11,7,19
11,17,6
11,15,2
11,11,19
11,6,12
11,8,9
11,10,5
11,1,16
11,18,4
11,12,2
11,14,4
11,3,20
11,4,2
11,6,4
11,11,13
11,16,5
11,18,12
11,9,7
11,1,17
11,13,20
11,18,11
11,8,12
11,1,7
11,18,15
11,3,16
11,10,12
11,9,2
12,3,8
12,6,14
12,17,7
12,9,17
12,20,1
12,7,11
12,9,17
12,2,4
12,18,6
12,4,9
12,4,11
12,1,4
12,14,5
12,7,19
12,17,6
12,15,2
12,19,11
12,12,6
12,9,8
12,5,10
12,1,16
12,4,18
12,12,2
12,14,4
12,20,3
12,2,4
12,4,6
12,11,13
12,16,5
12,12,18
12,9,7
12,17,1
12,20,13
12,18,11
12,12,8
12,1,7
12,18,15
12,3,16
12,10,12
12,9,2
13,5,13
13,11,10
13,20,16
13,16,19
13,19,10
13,12,20
13,16,19
13,3,1
13,17,11
13,20,18
13,6,1
13,5,17
13,14,9
13,11,20
13,6,5
13,17,10
13,17,13
13,6,13
13,9,13
13,1,9
13,17,16
13,19,18
13,7,15
13,11,2
13,19,5
13,1,3
13,12,5
13,6,15
13,11,5
13,3,12
13,2,5
13,18,5
13,6,3
13,8,2
13,14,3
13,12,13
13,6,7
13,14,3
13,8,15
13,16,8
13,11,3
14,13,5
14,11,10
14,16,20
14,16,19
14,10,19
14,12,20
14,16,19
14,1,3
14,17,11
14,18,20
14,1,6
14,17,5
14,9,14
14,11,20
14,6,5
14,17,10
14,17,13
14,6,13
14,9,13
14,1,9
14,17,16
14,18,19
14,7,15
14,11,2
14,19,5
14,1,3
14,12,5
14,6,15
14,11,5
14,3,12
14,2,5
14,18,5
14,3,6
14,8,2
14,3,14
14,13,12
14,6,7
14,3,14
14,8,15
14,8,16
14,3,11
15,13,5
15,11,10
15,16,20
15,19,16
15,19,10
15,12,20
15,19,16
15,3,1
15,11,17
15,18,20
15,6,1
15,17,5
15,14,9
15,11,20
15,6,5
15,17,10
15,17,13
15,6,13
15,9,13
15,9,1
15,17,16
15,18,19
15,7,15
15,11,2
15,19,5
15,3,1
15,5,12
15,6,15
15,11,5
15,3,12
15,5,2
15,18,5
15,6,3
15,8,2
15,3,14
15,13,12
15,6,7
15,3,14
15,8,15
15,8,16
15,11,3
16,5,13
16,11,10
16,16,20
16,19,16
16,19,10
16,20,12
16,19,16
16,3,1
16,11,17
16,18,20
16,6,1
16,17,5
16,14,9
16,11,20
16,6,5
16,17,10
16,17,13
16,6,13
16,9,13
16,9,1
16,17,16
16,19,18
16,7,15
16,11,2
16,19,5
16,1,3
16,5,12
16,6,15
16,11,5
16,12,3
16,5,2
16,18,5
16,6,3
16,8,2
16,14,3
16,12,13
16,6,7
16,14,3
16,8,15
16,8,16
16,11,3
17,13,16
17,7,14
17,3,9
17,15,9
17,18,2
17,16,12
17,15,9
17,3,19
17,11,12
17,8,6
17,18,14
17,15,10
17,9,12
17,1,15
17,8,5
17,17,20
17,6,2
17,6,10
17,15,20
17,9,5
17,7,16
17,1,15
17,11,6
17,14,12
17,9,20
17,8,19
17,3,19
17,17,12
17,1,8
17,10,13
17,18,9
17,16,2
17,17,4
17,3,5
17,19,2
17,1,14
17,4,12
17,3,10
17,1,14
17,19,13
17,7,10
17,10,2
18,16,13
18,14,7
18,3,9
18,9,15
18,18,2
18,16,12
18,9,15
18,19,3
18,11,12
18,6,8
18,14,18
18,15,10
18,9,12
18,1,15
18,8,5
18,17,20
18,6,2
18,6,10
18,20,15
18,9,5
18,16,7
18,1,15
18,6,11
18,14,12
18,9,20
18,19,8
18,19,3
18,17,12
18,8,1
18,13,10
18,9,18
18,16,2
18,17,4
18,3,5
18,19,2
18,14,1
18,12,4
18,3,10
18,14,1
18,19,13
18,7,10
18,2,10
19,13,16
19,14,7
19,3,9
19,15,9
19,18,2
19,12,16
19,15,9
19,3,19
19,11,12
19,8,6
19,18,14
19,15,10
19,9,12
19,1,15
19,8,5
19,17,20
19,6,2
19,10,6
19,15,20
19,9,5
19,7,16
19,1,15
19,6,11
19,14,12
19,9,20
19,8,19
19,3,19
19,17,12
19,1,8
19,10,13
19,18,9
19,16,2
19,17,4
19,3,5
19,19,2
19,1,14
19,4,12
19,3,10
19,1,14
19,19,13
19,7,10
19,10,2
20,13,16
20,7,14
20,9,3
20,15,9
20,2,18
20,12,16
20,15,9
20,19,3
20,12,11
20,6,8
20,14,18
20,15,10
20,12,9
20,15,1
20,5,8
20,20,17
20,2,6
20,6,10
20,20,15
20,5,9
20,7,16
20,15,1
20,11,6
20,12,14
20,20,9
20,19,8
20,19,3
20,12,17
20,8,1
20,13,10
20,9,18
20,2,16
20,4,17
20,5,3
20,2,19
20,14,1
20,12,4
20,3,10
20,14,1
20,13,19
20,7,10
20,2,10
21,7,13
21,11,16
21,20,5
21,1,19
21,1,12
21,1,11
21,1,19
21,8,17
21,10,4
21,3,2
21,18,8
21,4,16
21,15,13
21,8,14
21,3,18
21,3,17
21,10,16
21,3,15
21,8,7
21,14,13
21,15,11
21,8,14
21,1,10
21,14,10
21,7,12
21,9,10
21,8,17
21,8,11
21,6,9
21,7,5
21,3,4
21,1,2
21,15,14
21,14,2
21,4,5
21,14,16
21,8,10
21,7,2
21,14,16
21,19,12
21,17,2
21,6,19
22,13,7
22,11,16
22,5,20
22,1,19
22,1,12
22,1,11
22,1,19
22,8,17
22,10,4
22,3,2
22,8,18
22,16,4
22,15,13
22,8,14
22,18,3
22,3,17
22,10,16
22,3,15
22,8,7
22,13,14
22,15,11
22,8,14
22,1,10
22,10,14
22,7,12
22,10,9
22,8,17
22,8,11
22,6,9
22,7,5
22,3,4
22,1,2
22,15,14
22,2,14
22,5,4
22,16,14
22,8,10
22,7,2
22,16,14
22,19,12
22,2,17
22,19,6
23,13,7
23,11,16
23,20,5
23,19,1
23,1,12
23,1,11
23,1,19
23,8,17
23,10,4
23,3,2
23,8,18
23,4,16
23,15,13
23,14,8
23,18,3
23,3,17
23,16,10
23,3,15
23,8,7
23,14,13
23,15,11
23,8,14
23,10,1
23,14,10
23,7,12
23,9,10
23,17,8
23,11,8
23,6,9
23,7,5
23,3,4
23,1,2
23,14,15
23,14,2
23,4,5
23,16,14
23,8,10
23,2,7
23,14,16
23,12,19
23,17,2
23,6,19
24,7,13
24,11,16
24,20,5
24,19,1
24,1,12
24,11,1
24,19,1
24,8,17
24,4,10
24,3,2
24,8,18
24,4,16
24,15,13
24,14,8
24,18,3
24,3,17
24,16,10
24,3,15
24,8,7
24,14,13
24,11,15
24,14,8
24,1,10
24,14,10
24,7,12
24,9,10
24,8,17
24,8,11
24,6,9
24,7,5
24,3,4
24,1,2
24,14,15
24,14,2
24,5,4
24,14,16
24,8,10
24,7,2
24,14,16
24,19,12
24,17,2
24,19,6
25,13,7
25,16,11
25,20,5
25,1,19
25,12,1
25,1,11
25,1,19
25,17,8
25,4,10
25,3,2
25,18,8
25,4,16
25,13,15
25,14,8
25,3,18
25,17,3
25,10,16
25,3,15
25,8,7
25,14,13
25,15,11
25,14,8
25,1,10
25,14,10
25,12,7
25,9,10
25,17,8
25,8,11
25,6,9
25,5,7
25,4,3
25,1,2
25,14,15
25,14,2
25,4,5
25,14,16
25,10,8
25,2,7
25,14,16
25,12,19
25,17,2
25,6,19
26,7,13
26,16,11
26,5,20
26,1,19
26,1,12
26,1,11
26,1,19
26,17,8
26,10,4
26,3,2
26,18,8
26,16,4
26,15,13
26,8,14
26,3,18
26,3,17
26,10,16
26,3,15
26,7,8
26,13,14
26,15,11
26,8,14
26,1,10
26,10,14
26,7,12
26,10,9
26,17,8
26,8,11
26,9,6
26,7,5
26,3,4
26,1,2
26,15,14
26,2,14
26,4,5
26,16,14
26,10,8
26,7,2
26,16,14
26,19,12
26,17,2
26,19,6
27,13,7
27,16,11
27,20,5
27,1,19
27,1,12
27,1,11
27,1,19
27,8,17
27,10,4
27,3,2
27,18,8
27,4,16
27,13,15
27,8,14
27,3,18
27,3,17
27,10,16
27,3,15
27,8,7
27,13,14
27,15,11
27,8,14
27,10,1
27,10,14
27,12,7
27,10,9
27,17,8
27,8,11
27,9,6
27,5,7
27,3,4
27,1,2
27,15,14
27,2,14
27,4,5
27,16,14
27,10,8
27,2,7
27,16,14
27,12,19
27,2,17
27,6,19
28,7,13
28,11,16
28,20,5
28,1,19
28,1,12
28,1,11
28,1,19
28,17,8
28,10,4
28,3,2
28,18,8
28,4,16
28,13,15
28,8,14
28,18,3
28,3,17
28,16,10
28,3,15
28,7,8
28,14,13
28,15,11
28,8,14
28,1,10
28,14,10
28,7,12
28,9,10
28,8,17
28,8,11
28,6,9
28,7,5
28,3,4
28,1,2
28,15,14
28,14,2
28,4,5
28,14,16
28,8,10
28,7,2
28,14,16
28,19,12
28,17,2
28,6,19
29,3,7
29,11,14
29,19,9
29,10,20
29,15,16
29,17,14
29,10,20
29,18,10
29,15,19
29,15,17
29,8,20
29,15,5
29,7,20
29,19,20
29,8,4
29,11,9
29,14,19
29,8,13
29,1,5
29,9,16
29,18,17
29,19,20
29,1,13
29,6,16
29,18,7
29,15,12
29,4,20
29,6,20
29,13,4
29,13,2
29,3,13
29,18,1
29,7,4
29,19,4
29,15,4
29,18,13
29,2,20
29,15,4
29,18,16
29,14,20
29,19,17
30,7,3
30,14,11
30,19,9
30,20,10
30,15,16
30,14,17
30,20,10
30,18,10
30,19,15
30,17,15
30,8,20
30,15,5
30,7,20
30,19,20
30,8,4
30,11,9
30,19,14
30,8,13
30,5,1
30,9,16
30,17,18
30,19,20
30,1,13
30,6,16
30,7,18
30,15,12
30,20,4
30,6,20
30,4,13
30,2,13
30,3,13
30,18,1
30,7,4
30,19,4
30,15,4
30,18,13
30,20,2
30,15,4
30,18,16
30,14,20
30,19,17
31,3,7
31,14,11
31,19,9
31,20,10
31,16,15
31,17,14
31,20,10
31,10,18
31,15,19
31,17,15
31,8,20
31,5,15
31,20,7
31,19,20
31,8,4
31,11,9
31,14,19
31,8,13
31,1,5
31,16,9
31,17,18
31,20,19
31,1,13
31,6,16
31,18,7
31,12,15
31,4,20
31,6,20
31,4,13
31,13,2
31,3,13
31,18,1
31,4,7
31,19,4
31,4,15
31,18,13
31,20,2
31,4,15
31,18,16
31,14,20
31,17,19
32,3,7
32,14,11
32,9,19
32,10,20
32,15,16
32,14,17
32,10,20
32,10,18
32,15,19
32,15,17
32,8,20
32,15,5
32,20,7
32,20,19
32,8,4
32,9,11
32,14,19
32,8,13
32,1,5
32,9,16
32,18,17
32,20,19
32,1,13
32,6,16
32,18,7
32,15,12
32,20,4
32,6,20
32,13,4
32,13,2
32,3,13
32,18,1
32,4,7
32,4,19
32,15,4
32,18,13
32,20,2
32,15,4
32,18,16
32,14,20
32,17,19
33,3,7
33,14,11
33,19,9
33,10,20
33,16,15
33,14,17
33,10,20
33,18,10
33,19,15
33,17,15
33,8,20
33,15,5
33,7,20
33,19,20
33,8,4
33,11,9
33,14,19
33,8,13
33,1,5
33,9,16
33,18,17
33,19,20
33,1,13
33,6,16
33,18,7
33,15,12
33,4,20
33,6,20
33,13,4
33,13,2
33,3,13
33,1,18
33,7,4
33,19,4
33,15,4
33,18,13
33,2,20
33,15,4
33,18,16
33,14,20
33,17,19
34,3,7
34,11,14
34,19,9
34,20,10
34,16,15
34,14,17
34,10,20
34,18,10
34,19,15
34,17,15
34,8,20
34,15,5
34,20,7
34,19,20
34,8,4
34,11,9
34,14,19
34,8,13
34,1,5
34,16,9
34,18,17
34,19,20
34,1,13
34,6,16
34,18,7
34,15,12
34,20,4
34,20,6
34,13,4
34,13,2
34,3,13
34,18,1
34,7,4
34,19,4
34,15,4
34,18,13
34,2,20
34,15,4
34,18,16
34,14,20
34,19,17
35,3,7
35,14,11
35,9,19
35,10,20
35,15,16
35,17,14
35,10,20
35,18,10
35,15,19
35,15,17
35,8,20
35,15,5
35,7,20
35,19,20
35,8,4
35,9,11
35,14,19
35,8,13
35,1,5
35,9,16
35,18,17
35,19,20
35,1,13
35,6,16
35,18,7
35,15,12
35,4,20
35,6,20
35,4,13
35,13,2
35,3,13
35,1,18
35,7,4
35,19,4
35,15,4
35,18,13
35,20,2
35,15,4
35,18,16
35,14,20
35,17,19
36,7,3
36,14,11
36,19,9
36,20,10
36,16,15
36,17,14
36,20,10
36,18,10
36,19,15
36,17,15
36,20,8
36,15,5
36,7,20
36,19,20
36,4,8
36,11,9
36,14,19
36,8,13
36,5,1
36,9,16
36,17,18
36,19,20
36,1,13
36,6,16
36,7,18
36,12,15
36,4,20
36,6,20
36,4,13
36,2,13
36,3,13
36,1,18
36,7,4
36,19,4
36,4,15
36,18,13
36,2,20
36,4,15
36,18,16
36,14,20
36,17,19
37,3,8
37,14,6
37,17,7
37,9,17
37,1,20
37,11,7
37,17,9
37,4,2
37,6,18
37,9,4
37,11,4
37,1,4
37,14,5
37,16,1
37,7,19
37,6,17
37,2,15
37,11,19
37,6,12
37,9,8
37,5,10
37,16,1
37,4,18
37,12,2
37,14,4
37,3,20
37,2,4
37,4,6
37,11,13
37,5,16
37,12,18
37,9,7
37,17,1
37,20,13
37,11,18
37,15,18
37,12,8
37,7,1
37,18,15
37,16,3
37,12,10
37,9,2
38,3,8
38,6,14
38,17,7
38,17,9
38,1,20
38,11,7
38,17,9
38,4,2
38,18,6
38,9,4
38,11,4
38,1,4
38,5,14
38,16,1
38,19,7
38,17,6
38,2,15
38,11,19
38,6,12
38,8,9
38,5,10
38,16,1
38,18,4
38,2,12
38,14,4
38,20,3
38,2,4
38,6,4
38,11,13
38,16,5
38,18,12
38,7,9
38,1,17
38,13,20
38,18,11
38,18,15
38,8,12
38,1,7
38,18,15
38,3,16
38,10,12
38,9,2
39,3,8
39,6,14
39,17,7
39,9,17
39,20,1
39,11,7
39,17,9
39,4,2
39,6,18
39,9,4
39,4,11
39,4,1
39,14,5
39,1,16
39,19,7
39,17,6
39,15,2
39,11,19
39,6,12
39,9,8
39,10,5
39,1,16
39,4,18
39,12,2
39,4,14
39,20,3
39,4,2
39,4,6
39,13,11
39,16,5
39,12,18
39,9,7
39,17,1
39,13,20
39,18,11
39,18,15
39,12,8
39,1,7
39,18,15
39,3,16
39,12,10
39,9,2
40,8,3
40,14,6
40,17,7
40,17,9
40,20,1
40,11,7
40,17,9
40,4,2
40,6,18
40,9,4
40,11,4
40,1,4
40,14,5
40,16,1
40,19,7
40,6,17
40,2,15
40,19,11
40,6,12
40,8,9
40,5,10
40,16,1
40,18,4
40,12,2
40,14,4
40,3,20
40,2,4
40,6,4
40,11,13
40,16,5
40,18,12
40,9,7
40,17,1
40,20,13
40,11,18
40,18,15
40,8,12
40,1,7
40,18,15
40,16,3
40,12,10
40,2,9
41,3,8
41,6,14
41,17,7
41,9,17
41,20,1
41,11,7
41,9,17
41,4,2
41,6,18
41,9,4
41,4,11
41,4,1
41,14,5
41,16,1
41,19,7
41,17,6
41,15,2
41,11,19
41,12,6
41,9,8
41,10,5
41,1,16
41,4,18
41,12,2
41,4,14
41,20,3
41,4,2
41,6,4
41,13,11
41,5,16
41,12,18
41,9,7
41,17,1
41,20,13
41,18,11
41,15,18
41,12,8
41,1,7
41,15,18
41,3,16
41,12,10
41,9,2
42,3,8
42,6,14
42,7,17
42,17,9
42,20,1
42,7,11
42,17,9
42,2,4
42,18,6
42,4,9
42,4,11
42,4,1
42,5,14
42,16,1
42,7,19
42,17,6
42,2,15
42,11,19
42,12,6
42,8,9
42,10,5
42,16,1
42,4,18
42,2,12
42,4,14
42,20,3
42,2,4
42,4,6
42,13,11
42,16,5
42,18,12
42,7,9
42,1,17
42,13,20
42,11,18
42,18,15
42,12,8
42,7,1
42,18,15
42,16,3
42,10,12
42,2,9
43,3,8
43,6,14
43,7,17
43,9,17
43,1,20
43,7,11
43,9,17
43,2,4
43,18,6
43,9,4
43,4,11
43,1,4
43,5,14
43,1,16
43,7,19
43,17,6
43,15,2
43,11,19
43,12,6
43,8,9
43,10,5
43,1,16
43,4,18
43,2,12
43,4,14
43,3,20
43,2,4
43,4,6
43,13,11
43,5,16
43,18,12
43,7,9
43,1,17
43,13,20
43,18,11
43,15,18
43,12,8
43,7,1
43,15,18
43,3,16
43,10,12
43,2,9
44,8,3
44,14,6
44,7,17
44,9,17
44,20,1
44,7,11
44,9,17
44,2,4
44,18,6
44,9,4
44,11,4
44,1,4
44,14,5
44,1,16
44,7,19
44,6,17
44,15,2
44,19,11
44,12,6
44,9,8
44,10,5
44,1,16
44,4,18
44,12,2
44,14,4
44,3,20
44,4,2
44,6,4
44,11,13
44,5,16
44,18,12
44,9,7
44,17,1
44,13,20
44,18,11
44,15,18
44,8,12
44,7,1
44,15,18
44,3,16
44,12,10
44,9,2
45,5,13
45,11,10
45,20,16
45,19,10
45,20,12
45,19,16
45,3,1
45,17,11
45,18,20
45,6,1
45,17,5
45,14,9
45,11,20
45,6,5
45,17,10
45,17,13
45,6,13
45,9,13
45,9,1
45,17,16
45,19,18
45,7,15
45,11,2
45,19,5
45,12,5
45,6,15
45,11,5
45,12,3
45,5,2
45,5,18
45,6,3
45,8,2
45,14,3
45,12,13
45,6,7
45,3,14
45,8,15
45,8,16
45,11,3
46,13,5
46,11,10
46,16,20
46,19,10
46,12,20
46,19,16
46,1,3
46,11,17
46,18,20
46,1,6
46,17,5
46,9,14
46,11,20
46,6,5
46,17,10
46,17,13
46,13,6
46,13,9
46,1,9
46,17,16
46,18,19
46,15,7
46,11,2
46,19,5
46,5,12
46,15,6
46,11,5
46,3,12
46,2,5
46,18,5
46,3,6
46,8,2
46,3,14
46,13,12
46,7,6
46,3,14
46,15,8
46,8,16
46,3,11
47,13,5
47,11,10
47,16,20
47,19,10
47,12,20
47,19,16
47,3,1
47,17,11
47,18,20
47,1,6
47,17,5
47,14,9
47,11,20
47,6,5
47,17,10
47,17,13
47,6,13
47,9,13
47,1,9
47,17,16
47,18,19
47,15,7
47,11,2
47,19,5
47,12,5
47,6,15
47,11,5
47,3,12
47,2,5
47,18,5
47,3,6
47,8,2
47,3,14
47,13,12
47,7,6
47,3,14
47,15,8
47,8,16
47,3,11
48,13,5
48,10,11
48,20,16
48,10,19
48,12,20
48,16,19
48,1,3
48,17,11
48,20,18
48,1,6
48,5,17
48,9,14
48,20,11
48,5,6
48,10,17
48,13,17
48,13,6
48,13,9
48,9,1
48,17,16
48,18,19
48,7,15
48,11,2
48,5,19
48,5,12
48,6,15
48,5,11
48,12,3
48,2,5
48,18,5
48,6,3
48,2,8
48,14,3
48,13,12
48,7,6
48,14,3
48,15,8
48,8,16
48,3,11
49,5,13
49,11,10
49,16,20
49,19,10
49,12,20
49,19,16
49,1,3
49,17,11
49,18,20
49,6,1
49,17,5
49,14,9
49,11,20
49,6,5
49,17,10
49,17,13
49,6,13
49,9,13
49,9,1
49,17,16
49,19,18
49,7,15
49,11,2
49,19,5
49,12,5
49,6,15
49,11,5
49,3,12
49,2,5
49,18,5
49,6,3
49,8,2
49,14,3
49,12,13
49,6,7
49,14,3
49,8,15
49,8,16
49,11,3
50,13,5
50,11,10
50,16,20
50,19,10
50,12,20
50,19,16
50,1,3
50,17,11
50,18,20
50,6,1
50,17,5
50,9,14
50,11,20
50,6,5
50,17,10
50,17,13
50,6,13
50,9,13
50,9,1
50,17,16
50,18,19
50,7,15
50,11,2
50,19,5
50,12,5
50,15,6
50,11,5
50,12,3
50,2,5
50,18,5
50,6,3
50,8,2
50,14,3
50,12,13
50,7,6
50,14,3
50,15,8
50,8,16
50,3,11
51,13,5
51,11,10
51,16,20
51,19,10
51,12,20
51,19,16
51,1,3
51,17,11
51,18,20
51,1,6
51,17,5
51,14,9
51,11,20
51,6,5
51,17,10
51,17,13
51,6,13
51,9,13
51,1,9
51,17,16
51,18,19
51,15,7
51,11,2
51,19,5
51,12,5
51,6,15
51,11,5
51,3,12
51,2,5
51,18,5
51,3,6
51,8,2
51,3,14
51,13,12
51,6,7
51,3,14
51,8,15
51,8,16
51,3,11
52,13,5
52,11,10
52,16,20
52,19,10
52,12,20
52,19,16
52,1,3
52,17,11
52,18,20
52,6,1
52,17,5
52,14,9
52,11,20
52,6,5
52,17,10
52,17,13
52,6,13
52,9,13
52,9,1
52,17,16
52,18,19
52,7,15
52,11,2
52,19,5
52,12,5
52,6,15
52,11,5
52,3,12
52,2,5
52,18,5
52,6,3
52,8,2
52,14,3
52,12,13
52,6,7
52,14,3
52,8,15
52,8,16
52,3,11
53,13,16
53,14,7
53,3,9
53,15,9
53,18,2
53,12,16
53,15,9
53,3,19
53,12,11
53,8,6
53,18,14
53,15,10
53,9,12
53,15,1
53,8,5
53,17,20
53,6,2
53,6,10
53,15,20
53,9,5
53,7,16
53,15,1
53,6,11
53,14,12
53,9,20
53,8,19
53,3,19
53,12,17
53,8,1
53,13,10
53,18,9
53,16,2
53,17,4
53,3,5
53,19,2
53,14,1
53,12,4
53,3,10
53,1,14
53,13,19
53,10,7
53,10,2
54,13,16
54,14,7
54,3,9
54,15,9
54,18,2
54,16,12
54,15,9
54,3,19
54,11,12
54,8,6
54,18,14
54,10,15
54,12,9
54,1,15
54,8,5
54,17,20
54,2,6
54,10,6
54,15,20
54,5,9
54,16,7
54,1,15
54,11,6
54,12,14
54,20,9
54,8,19
54,3,19
54,12,17
54,1,8
54,10,13
54,18,9
54,16,2
54,17,4
54,3,5
54,19,2
54,1,14
54,4,12
54,3,10
54,1,14
54,13,19
54,10,7
54,10,2
55,13,16
55,7,14
55,3,9
55,15,9
55,18,2
55,16,12
55,15,9
55,3,19
55,12,11
55,8,6
55,18,14
55,10,15
55,9,12
55,1,15
55,8,5
55,17,20
55,6,2
55,10,6
55,15,20
55,9,5
55,16,7
55,1,15
55,6,11
55,12,14
55,9,20
55,8,19
55,3,19
55,17,12
55,1,8
55,10,13
55,18,9
55,16,2
55,17,4
55,3,5
55,19,2
55,1,14
55,4,12
55,3,10
55,1,14
55,13,19
55,10,7
55,10,2
56,16,13
56,7,14
56,9,3
56,9,15
56,2,18
56,16,12
56,9,15
56,19,3
56,11,12
56,6,8
56,14,18
56,10,15
56,9,12
56,1,15
56,5,8
56,17,20
56,2,6
56,10,6
56,20,15
56,9,5
56,16,7
56,1,15
56,6,11
56,12,14
56,9,20
56,19,8
56,19,3
56,17,12
56,1,8
56,10,13
56,9,18
56,16,2
56,4,17
56,5,3
56,2,19
56,14,1
56,4,12
56,3,10
56,14,1
56,19,13
56,7,10
56,2,10
57,16,13
57,14,7
57,3,9
57,9,15
57,18,2
57,12,16
57,9,15
57,3,19
57,11,12
57,6,8
57,18,14
57,15,10
57,9,12
57,1,15
57,8,5
57,17,20
57,6,2
57,6,10
57,15,20
57,9,5
57,7,16
57,15,1
57,11,6
57,14,12
57,9,20
57,8,19
57,3,19
57,17,12
57,1,8
57,13,10
57,9,18
57,16,2
57,17,4
57,3,5
57,19,2
57,14,1
