User ID, Item1 ID, Item2 ID
6,9,4
6,7,10
6,5,6
6,1,10
6,8,10
6,3,7
6,1,9
6,5,4
6,5,9
6,5,3
6,4,10
6,5,2
6,1,7
6,5,10
6,1,8
6,9,2
6,8,4
6,6,4
6,9,10
6,6,2
6,6,10
6,10,3
6,9,3
6,2,7
6,6,8
6,9,6
6,8,7
6,7,6
6,5,1
6,3,4
6,2,3
6,1,2
6,1,6
6,1,4
6,9,7
6,1,3
6,7,4
6,6,3
6,9,8
6,4,2
6,10,2
7,8,3
7,5,8
7,8,2
7,5,7
7,9,4
7,10,7
7,6,5
7,10,1
7,10,8
7,7,3
7,9,1
7,5,4
7,9,5
7,5,3
7,10,4
7,5,2
7,1,7
7,10,5
7,1,8
7,9,2
7,8,4
7,6,4
7,9,10
7,6,2
7,6,10
7,10,3
7,9,3
7,2,7
7,6,8
7,9,6
7,8,7
7,6,7
7,5,1
7,3,4
7,2,3
7,1,2
7,6,1
7,1,4
7,9,7
7,1,3
7,7,4
7,6,3
7,9,8
7,2,4
7,10,2
8,8,3
8,8,5
8,8,2
8,5,7
8,4,9
8,7,10
8,5,6
8,1,10
8,8,10
8,3,7
8,1,9
8,5,4
8,5,9
8,5,3
8,4,10
8,5,2
8,1,7
8,5,10
8,8,1
8,9,2
8,8,4
8,4,6
8,10,9
8,6,2
8,10,6
8,3,10
8,3,9
8,2,7
8,8,6
8,6,9
8,8,7
8,6,7
8,1,5
8,3,4
8,3,2
8,1,2
8,1,6
8,1,4
8,9,7
8,1,3
8,4,7
8,3,6
8,8,9
8,4,2
8,10,2
10,3,8
10,8,5
10,8,2
10,7,5
10,4,9
10,7,10
10,5,6
10,10,1
10,8,10
10,3,7
10,1,9
10,4,5
10,5,9
10,3,5
10,4,10
10,2,5
10,7,1
10,10,5
10,8,1
10,2,9
10,4,8
10,4,6
10,10,9
10,2,6
10,10,6
10,3,10
10,3,9
10,7,2
10,8,6
10,6,9
10,7,8
10,6,7
10,5,1
10,4,3
10,2,3
10,2,1
10,1,6
10,4,1
10,7,9
10,3,1
10,4,7
10,3,6
10,8,9
10,4,2
10,2,10
11,8,3
11,8,5
11,8,2
11,7,5
11,4,9
11,10,7
11,5,6
11,10,1
11,8,10
11,3,7
11,1,9
11,4,5
11,5,9
11,3,5
11,10,4
11,2,5
11,7,1
11,10,5
11,8,1
11,2,9
11,8,4
11,4,6
11,10,9
11,2,6
11,10,6
11,10,3
11,3,9
11,7,2
11,8,6
11,6,9
11,8,7
11,7,6
11,1,5
11,4,3
11,3,2
11,1,2
11,1,6
11,4,1
11,7,9
11,3,1
11,4,7
11,3,6
11,8,9
11,4,2
11,10,2
13,8,3
13,5,8
13,8,2
13,7,5
13,9,4
13,10,7
13,6,5
13,10,1
13,10,8
13,7,3
13,9,1
13,5,4
13,9,5
13,5,3
13,10,4
13,5,2
13,1,7
13,10,5
13,1,8
13,9,2
13,8,4
13,6,4
13,9,10
13,6,2
13,6,10
13,10,3
13,9,3
13,2,7
13,6,8
13,9,6
13,8,7
13,6,7
13,5,1
13,3,4
13,2,3
13,2,1
13,6,1
13,1,4
13,9,7
13,1,3
13,7,4
13,6,3
13,9,8
13,2,4
13,10,2
14,3,8
14,5,8
14,2,8
14,7,5
14,9,4
14,10,7
14,6,5
14,10,1
14,10,8
14,7,3
14,9,1
14,5,4
14,9,5
14,5,3
14,10,4
14,2,5
14,7,1
14,10,5
14,1,8
14,9,2
14,4,8
14,6,4
14,9,10
14,6,2
14,6,10
14,10,3
14,9,3
14,7,2
14,6,8
14,6,9
14,7,8
14,6,7
14,1,5
14,4,3
14,2,3
14,2,1
14,6,1
14,1,4
14,9,7
14,3,1
14,7,4
14,6,3
14,9,8
14,2,4
14,10,2
15,8,3
15,5,8
15,8,2
15,5,7
15,9,4
15,10,7
15,5,6
15,1,10
15,8,10
15,3,7
15,1,9
15,5,4
15,5,9
15,5,3
15,10,4
15,5,2
15,1,7
15,5,10
15,1,8
15,9,2
15,8,4
15,6,4
15,9,10
15,6,2
15,6,10
15,10,3
15,9,3
15,7,2
15,8,6
15,6,9
15,8,7
15,6,7
15,1,5
15,3,4
15,3,2
15,1,2
15,1,6
15,1,4
15,9,7
15,1,3
15,4,7
15,6,3
15,8,9
15,4,2
15,10,2
16,8,3
16,8,5
16,8,2
16,5,7
16,9,4
16,10,7
16,5,6
16,1,10
16,8,10
16,3,7
16,1,9
16,5,4
16,5,9
16,5,3
16,10,4
16,5,2
16,1,7
16,10,5
16,8,1
16,9,2
16,8,4
16,6,4
16,10,9
16,6,2
16,10,6
16,10,3
16,9,3
16,7,2
16,8,6
16,6,9
16,8,7
16,6,7
16,1,5
16,3,4
16,3,2
16,2,1
16,1,6
16,1,4
16,9,7
16,3,1
16,4,7
16,6,3
16,8,9
16,4,2
16,10,2
17,8,3
17,5,8
17,8,2
17,5,7
17,9,4
17,10,7
17,6,5
17,1,10
17,8,10
17,7,3
17,9,1
17,5,4
17,9,5
17,5,3
17,10,4
17,5,2
17,1,7
17,5,10
17,1,8
17,9,2
17,8,4
17,6,4
17,9,10
17,6,2
17,6,10
17,10,3
17,9,3
17,2,7
17,6,8
17,9,6
17,8,7
17,6,7
17,5,1
17,3,4
17,2,3
17,1,2
17,6,1
17,1,4
17,9,7
17,1,3
17,7,4
17,6,3
17,9,8
17,2,4
17,10,2
18,8,3
18,5,8
18,2,8
18,5,7
18,9,4
18,7,10
18,6,5
18,1,10
18,10,8
18,7,3
18,9,1
18,5,4
18,9,5
18,5,3
18,10,4
18,5,2
18,1,7
18,10,5
18,1,8
18,9,2
18,8,4
18,6,4
18,9,10
18,6,2
18,6,10
18,10,3
18,9,3
18,2,7
18,6,8
18,9,6
18,7,8
18,6,7
18,5,1
18,3,4
18,2,3
18,2,1
18,6,1
18,1,4
18,9,7
18,1,3
18,7,4
18,6,3
18,9,8
18,2,4
18,2,10
19,8,3
19,5,8
19,8,2
19,5,7
19,9,4
19,10,7
19,6,5
19,10,1
19,10,8
19,7,3
19,9,1
19,5,4
19,9,5
19,5,3
19,10,4
19,5,2
19,1,7
19,10,5
19,1,8
19,9,2
19,8,4
19,6,4
19,9,10
19,6,2
19,6,10
19,10,3
19,9,3
19,2,7
19,6,8
19,6,9
19,8,7
19,6,7
19,1,5
19,3,4
19,2,3
19,1,2
19,6,1
19,1,4
19,9,7
19,1,3
19,7,4
19,6,3
19,9,8
19,2,4
19,10,2
20,8,3
20,8,5
20,8,2
20,5,7
20,9,4
20,10,7
20,5,6
20,1,10
20,8,10
20,3,7
20,1,9
20,4,5
20,5,9
20,5,3
20,4,10
20,5,2
20,1,7
20,10,5
20,8,1
20,9,2
20,8,4
20,4,6
20,10,9
20,6,2
20,10,6
20,10,3
20,3,9
20,7,2
20,8,6
20,6,9
20,8,7
20,6,7
20,1,5
20,4,3
20,3,2
20,1,2
20,1,6
20,1,4
20,9,7
20,1,3
20,4,7
20,6,3
20,8,9
20,4,2
20,10,2
21,8,3
21,8,5
21,8,2
21,7,5
21,4,9
21,10,7
21,5,6
21,10,1
21,8,10
21,3,7
21,1,9
21,4,5
21,5,9
21,3,5
21,10,4
21,2,5
21,7,1
21,10,5
21,8,1
21,2,9
21,8,4
21,4,6
21,10,9
21,2,6
21,10,6
21,10,3
21,3,9
21,7,2
21,8,6
21,6,9
21,8,7
21,7,6
21,1,5
21,3,4
21,3,2
21,2,1
21,1,6
21,4,1
21,7,9
21,3,1
21,4,7
21,3,6
21,8,9
21,4,2
21,10,2
22,8,3
22,5,8
22,2,8
22,5,7
22,9,4
22,7,10
22,6,5
22,10,1
22,8,10
22,7,3
22,9,1
22,5,4
22,9,5
22,5,3
22,10,4
22,5,2
22,1,7
22,5,10
22,1,8
22,9,2
22,8,4
22,6,4
22,9,10
22,6,2
22,6,10
22,10,3
22,9,3
22,2,7
22,6,8
22,9,6
22,7,8
22,7,6
22,5,1
22,3,4
22,2,3
22,2,1
22,6,1
22,1,4
22,9,7
22,1,3
22,7,4
22,6,3
22,9,8
22,2,4
22,10,2
23,8,3
23,8,5
23,8,2
23,5,7
23,4,9
23,10,7
23,5,6
23,1,10
23,8,10
23,3,7
23,1,9
23,5,4
23,5,9
23,5,3
23,4,10
23,5,2
23,1,7
23,5,10
23,8,1
23,9,2
23,8,4
23,4,6
23,10,9
23,6,2
23,10,6
23,3,10
23,3,9
23,7,2
23,8,6
23,6,9
23,8,7
23,6,7
23,5,1
23,3,4
23,3,2
23,1,2
23,1,6
23,1,4
23,9,7
23,1,3
23,4,7
23,3,6
23,8,9
23,4,2
23,10,2
24,8,3
24,5,8
24,8,2
24,5,7
24,9,4
24,10,7
24,6,5
24,10,1
24,10,8
24,7,3
24,9,1
24,5,4
24,9,5
24,5,3
24,10,4
24,5,2
24,1,7
24,10,5
24,1,8
24,9,2
24,8,4
24,6,4
24,9,10
24,6,2
24,6,10
24,10,3
24,9,3
24,2,7
24,6,8
24,9,6
24,8,7
24,6,7
24,5,1
24,3,4
24,2,3
24,1,2
24,1,6
24,1,4
24,9,7
24,1,3
24,7,4
24,6,3
24,9,8
24,2,4
24,10,2
25,8,3
25,5,8
25,8,2
25,5,7
25,9,4
25,10,7
25,6,5
25,10,1
25,10,8
25,7,3
25,1,9
25,5,4
25,5,9
25,5,3
25,10,4
25,5,2
25,1,7
25,5,10
25,8,1
25,9,2
25,8,4
25,6,4
25,9,10
25,6,2
25,6,10
25,10,3
25,9,3
25,7,2
25,6,8
25,9,6
25,8,7
25,6,7
25,1,5
25,3,4
25,3,2
25,1,2
25,6,1
25,1,4
25,9,7
25,1,3
25,7,4
25,6,3
25,9,8
25,2,4
25,10,2
26,8,3
26,5,8
26,8,2
26,5,7
26,9,4
26,10,7
26,6,5
26,10,1
26,10,8
26,7,3
26,9,1
26,5,4
26,9,5
26,5,3
26,10,4
26,5,2
26,1,7
26,10,5
26,1,8
26,9,2
26,8,4
26,6,4
26,10,9
26,6,2
26,10,6
26,10,3
26,9,3
26,7,2
26,6,8
26,6,9
26,8,7
26,6,7
26,1,5
26,4,3
26,2,3
26,1,2
26,6,1
26,1,4
26,9,7
26,1,3
26,7,4
26,6,3
26,9,8
26,2,4
26,10,2
28,3,8
28,5,8
28,2,8
28,7,5
28,9,4
28,7,10
28,6,5
28,10,1
28,10,8
28,7,3
28,9,1
28,5,4
28,9,5
28,3,5
28,10,4
28,2,5
28,7,1
28,10,5
28,1,8
28,2,9
28,4,8
28,6,4
28,9,10
28,2,6
28,6,10
28,10,3
28,9,3
28,7,2
28,6,8
28,6,9
28,7,8
28,7,6
28,1,5
28,4,3
28,2,3
28,2,1
28,6,1
28,4,1
28,7,9
28,3,1
28,7,4
28,6,3
28,9,8
28,2,4
28,2,10
29,8,3
29,5,8
29,2,8
29,5,7
29,9,4
29,7,10
29,6,5
29,10,1
29,8,10
29,7,3
29,9,1
29,5,4
29,9,5
29,5,3
29,10,4
29,2,5
29,7,1
29,5,10
29,8,1
29,9,2
29,4,8
29,6,4
29,9,10
29,2,6
29,6,10
29,3,10
29,9,3
29,2,7
29,6,8
29,9,6
29,7,8
29,7,6
29,5,1
29,3,4
29,2,3
29,2,1
29,6,1
29,1,4
29,9,7
29,3,1
29,7,4
29,6,3
29,9,8
29,2,4
29,2,10
30,8,3
30,8,5
30,2,8
30,7,5
30,4,9
30,7,10
30,5,6
30,10,1
30,10,8
30,3,7
30,1,9
30,5,4
30,5,9
30,3,5
30,4,10
30,5,2
30,1,7
30,10,5
30,8,1
30,2,9
30,4,8
30,6,4
30,10,9
30,6,2
30,10,6
30,10,3
30,9,3
30,2,7
30,6,8
30,6,9
30,7,8
30,6,7
30,1,5
30,4,3
30,3,2
30,1,2
30,1,6
30,4,1
30,9,7
30,1,3
30,4,7
30,3,6
30,9,8
30,2,4
30,2,10
31,8,3
31,5,8
31,2,8
31,7,5
31,4,9
31,10,7
31,5,6
31,1,10
31,8,10
31,3,7
31,1,9
31,5,4
31,5,9
31,5,3
31,10,4
31,5,2
31,1,7
31,5,10
31,1,8
31,9,2
31,4,8
31,6,4
31,10,9
31,6,2
31,6,10
31,10,3
31,9,3
31,7,2
31,6,8
31,6,9
31,8,7
31,6,7
31,1,5
31,4,3
31,3,2
31,1,2
31,1,6
31,1,4
31,9,7
31,1,3
31,4,7
31,6,3
31,9,8
31,4,2
31,10,2
32,8,3
32,5,8
32,8,2
32,5,7
32,9,4
32,10,7
32,6,5
32,1,10
32,8,10
32,7,3
32,9,1
32,5,4
32,9,5
32,5,3
32,10,4
32,5,2
32,1,7
32,5,10
32,8,1
32,9,2
32,8,4
32,6,4
32,9,10
32,6,2
32,6,10
32,10,3
32,9,3
32,2,7
32,6,8
32,9,6
32,8,7
32,6,7
32,5,1
32,3,4
32,2,3
32,1,2
32,6,1
32,1,4
32,9,7
32,1,3
32,7,4
32,6,3
32,9,8
32,2,4
32,10,2
33,3,8
33,8,5
33,2,8
33,7,5
33,9,4
33,10,7
33,6,5
33,10,1
33,10,8
33,7,3
33,9,1
33,4,5
33,9,5
33,3,5
33,10,4
33,2,5
33,7,1
33,10,5
33,8,1
33,2,9
33,4,8
33,6,4
33,10,9
33,6,2
33,10,6
33,10,3
33,9,3
33,7,2
33,6,8
33,6,9
33,7,8
33,7,6
33,1,5
33,4,3
33,2,3
33,2,1
33,6,1
33,4,1
33,7,9
33,1,3
33,7,4
33,6,3
33,9,8
33,2,4
33,10,2
34,8,3
34,8,5
34,8,2
34,5,7
34,9,4
34,10,7
34,6,5
34,10,1
34,10,8
34,7,3
34,9,1
34,4,5
34,9,5
34,5,3
34,10,4
34,5,2
34,7,1
34,10,5
34,1,8
34,9,2
34,4,8
34,6,4
34,10,9
34,6,2
34,10,6
34,10,3
34,9,3
34,2,7
34,8,6
34,6,9
34,8,7
34,6,7
34,1,5
34,4,3
34,2,3
34,2,1
34,6,1
34,1,4
34,9,7
34,1,3
34,4,7
34,6,3
34,9,8
34,2,4
34,10,2
35,8,3
35,8,5
35,8,2
35,5,7
35,9,4
35,10,7
35,5,6
35,1,10
35,8,10
35,3,7
35,1,9
35,5,4
35,5,9
35,5,3
35,10,4
35,5,2
35,1,7
35,10,5
35,8,1
35,9,2
35,8,4
35,6,4
35,10,9
35,6,2
35,10,6
35,10,3
35,9,3
35,7,2
35,8,6
35,6,9
35,8,7
35,6,7
35,1,5
35,4,3
35,3,2
35,1,2
35,1,6
35,1,4
35,9,7
35,1,3
35,4,7
35,6,3
35,8,9
35,4,2
35,10,2
36,8,3
36,5,8
36,8,2
36,5,7
36,9,4
36,10,7
36,6,5
36,10,1
36,10,8
36,7,3
36,9,1
36,5,4
36,9,5
36,5,3
36,10,4
36,5,2
36,1,7
36,5,10
36,1,8
36,9,2
36,8,4
36,6,4
36,9,10
36,6,2
36,6,10
36,10,3
36,9,3
36,2,7
36,6,8
36,6,9
36,8,7
36,6,7
36,5,1
36,3,4
36,3,2
36,1,2
36,6,1
36,1,4
36,9,7
36,1,3
36,7,4
36,6,3
36,9,8
36,2,4
36,10,2
38,8,3
38,5,8
38,8,2
38,5,7
38,9,4
38,10,7
38,6,5
38,1,10
38,10,8
38,7,3
38,9,1
38,5,4
38,9,5
38,5,3
38,10,4
38,5,2
38,1,7
38,5,10
38,1,8
38,9,2
38,8,4
38,6,4
38,9,10
38,6,2
38,6,10
38,10,3
38,9,3
38,7,2
38,6,8
38,6,9
38,8,7
38,6,7
38,5,1
38,3,4
38,2,3
38,1,2
38,6,1
38,1,4
38,9,7
38,1,3
38,7,4
38,6,3
38,9,8
38,2,4
38,10,2
39,8,3
39,5,8
39,8,2
39,5,7
39,9,4
39,10,7
39,6,5
39,1,10
39,10,8
39,7,3
39,9,1
39,5,4
39,9,5
39,5,3
39,10,4
39,5,2
39,1,7
39,5,10
39,1,8
39,9,2
39,8,4
39,6,4
39,9,10
39,6,2
39,6,10
39,10,3
39,9,3
39,7,2
39,6,8
39,6,9
39,8,7
39,6,7
39,1,5
39,4,3
39,2,3
39,1,2
39,6,1
39,1,4
39,9,7
39,1,3
39,7,4
39,6,3
39,9,8
39,2,4
39,10,2
40,8,3
40,5,8
40,8,2
40,5,7
40,9,4
40,10,7
40,6,5
40,1,10
40,10,8
40,3,7
40,9,1
40,5,4
40,5,9
40,5,3
40,10,4
40,5,2
40,1,7
40,5,10
40,1,8
40,9,2
40,8,4
40,6,4
40,9,10
40,6,2
40,6,10
40,10,3
40,9,3
40,7,2
40,6,8
40,6,9
40,8,7
40,6,7
40,1,5
40,4,3
40,2,3
40,1,2
40,1,6
40,1,4
40,9,7
40,1,3
40,7,4
40,6,3
40,9,8
40,4,2
40,10,2
41,8,3
41,5,8
41,8,2
41,5,7
41,9,4
41,7,10
41,5,6
41,10,1
41,8,10
41,7,3
41,9,1
41,5,4
41,9,5
41,5,3
41,10,4
41,5,2
41,7,1
41,5,10
41,8,1
41,9,2
41,8,4
41,6,4
41,9,10
41,6,2
41,6,10
41,10,3
41,9,3
41,2,7
41,6,8
41,9,6
41,8,7
41,6,7
41,5,1
41,3,4
41,3,2
41,1,2
41,6,1
41,1,4
41,9,7
41,1,3
41,7,4
41,6,3
41,8,9
41,2,4
41,10,2
42,8,3
42,5,8
42,2,8
42,7,5
42,9,4
42,10,7
42,6,5
42,10,1
42,10,8
42,7,3
42,9,1
42,5,4
42,9,5
42,5,3
42,10,4
42,2,5
42,7,1
42,10,5
42,8,1
42,9,2
42,8,4
42,6,4
42,9,10
42,6,2
42,6,10
42,10,3
42,9,3
42,7,2
42,6,8
42,6,9
42,7,8
42,6,7
42,5,1
42,3,4
42,2,3
42,2,1
42,6,1
42,1,4
42,9,7
42,1,3
42,7,4
42,6,3
42,9,8
42,2,4
42,10,2
43,8,3
43,5,8
43,8,2
43,5,7
43,9,4
43,10,7
43,5,6
43,1,10
43,8,10
43,3,7
43,1,9
43,5,4
43,5,9
43,5,3
43,10,4
43,5,2
43,1,7
43,5,10
43,1,8
43,9,2
43,8,4
43,6,4
43,9,10
43,6,2
43,6,10
43,10,3
43,9,3
43,7,2
43,6,8
43,6,9
43,8,7
43,6,7
43,1,5
43,4,3
43,3,2
43,1,2
43,1,6
43,1,4
43,9,7
43,1,3
43,4,7
43,6,3
43,9,8
43,4,2
43,10,2
44,3,8
44,8,5
44,8,2
44,7,5
44,4,9
44,10,7
44,5,6
44,10,1
44,10,8
44,3,7
44,1,9
44,4,5
44,5,9
44,3,5
44,4,10
44,2,5
44,7,1
44,10,5
44,8,1
44,2,9
44,4,8
44,4,6
44,10,9
44,2,6
44,10,6
44,3,10
44,3,9
44,7,2
44,8,6
44,6,9
44,8,7
44,7,6
44,1,5
44,3,4
44,3,2
44,1,2
44,1,6
44,4,1
44,7,9
44,3,1
44,4,7
44,3,6
44,8,9
44,4,2
44,10,2
45,3,8
45,8,5
45,2,8
45,7,5
45,9,4
45,10,7
45,6,5
45,10,1
45,10,8
45,7,3
45,9,1
45,4,5
45,9,5
45,3,5
45,10,4
45,2,5
45,7,1
45,10,5
45,1,8
45,2,9
45,4,8
45,6,4
45,10,9
45,6,2
45,10,6
45,10,3
45,9,3
45,7,2
45,6,8
45,6,9
45,7,8
45,6,7
45,1,5
45,4,3
45,2,3
45,2,1
45,6,1
45,4,1
45,7,9
45,3,1
45,7,4
45,6,3
45,9,8
45,2,4
45,10,2
47,3,8
47,8,5
47,8,2
47,5,7
47,4,9
47,10,7
47,5,6
47,1,10
47,8,10
47,3,7
47,1,9
47,5,4
47,5,9
47,5,3
47,4,10
47,5,2
47,1,7
47,5,10
47,1,8
47,9,2
47,8,4
47,4,6
47,9,10
47,6,2
47,6,10
47,10,3
47,3,9
47,7,2
47,8,6
47,6,9
47,8,7
47,6,7
47,5,1
47,3,4
47,3,2
47,1,2
47,1,6
47,1,4
47,9,7
47,1,3
47,4,7
47,6,3
47,8,9
47,4,2
47,10,2
48,3,8
48,5,8
48,8,2
48,7,5
48,9,4
48,10,7
48,6,5
48,1,10
48,10,8
48,7,3
48,9,1
48,5,4
48,9,5
48,5,3
48,10,4
48,5,2
48,1,7
48,5,10
48,1,8
48,9,2
48,8,4
48,6,4
48,9,10
48,6,2
48,6,10
48,10,3
48,9,3
48,7,2
48,6,8
48,6,9
48,7,8
48,6,7
48,1,5
48,4,3
48,2,3
48,1,2
48,6,1
48,1,4
48,9,7
48,1,3
48,7,4
48,6,3
48,9,8
48,2,4
48,10,2
49,3,8
49,8,5
49,2,8
49,7,5
49,4,9
49,7,10
49,6,5
49,1,10
49,10,8
49,3,7
49,1,9
49,4,5
49,5,9
49,3,5
49,4,10
49,5,2
49,7,1
49,10,5
49,1,8
49,2,9
49,4,8
49,4,6
49,10,9
49,2,6
49,10,6
49,3,10
49,3,9
49,7,2
49,6,8
49,6,9
49,7,8
49,7,6
49,1,5
49,4,3
49,3,2
49,2,1
49,1,6
49,4,1
49,7,9
49,3,1
49,4,7
49,3,6
49,8,9
49,4,2
49,2,10
50,8,3
50,5,8
50,8,2
50,5,7
50,9,4
50,10,7
50,6,5
50,10,1
50,10,8
50,7,3
50,9,1
50,5,4
50,9,5
50,5,3
50,10,4
50,5,2
50,1,7
50,10,5
50,1,8
50,9,2
50,8,4
50,6,4
50,10,9
50,6,2
50,10,6
50,10,3
50,9,3
50,7,2
50,6,8
50,6,9
50,7,8
50,6,7
50,5,1
50,3,4
50,2,3
50,2,1
50,6,1
50,1,4
50,9,7
50,1,3
50,7,4
50,6,3
50,9,8
50,2,4
50,10,2
51,8,3
51,5,8
51,8,2
51,5,7
51,4,9
51,10,7
51,6,5
51,1,10
51,10,8
51,7,3
51,1,9
51,4,5
51,5,9
51,5,3
51,4,10
51,5,2
51,1,7
51,10,5
51,1,8
51,9,2
51,4,8
51,4,6
51,10,9
51,6,2
51,10,6
51,10,3
51,9,3
51,7,2
51,6,8
51,6,9
51,7,8
51,6,7
51,1,5
51,4,3
51,3,2
51,1,2
51,1,6
51,1,4
51,7,9
51,1,3
51,4,7
51,6,3
51,8,9
51,4,2
51,10,2
52,8,3
52,8,5
52,8,2
52,5,7
52,9,4
52,10,7
52,5,6
52,1,10
52,8,10
52,3,7
52,1,9
52,5,4
52,5,9
52,5,3
52,10,4
52,5,2
52,1,7
52,5,10
52,8,1
52,9,2
52,8,4
52,6,4
52,10,9
52,6,2
52,10,6
52,10,3
52,9,3
52,7,2
52,8,6
52,6,9
52,8,7
52,6,7
52,1,5
52,4,3
52,3,2
52,1,2
52,1,6
52,1,4
52,9,7
52,1,3
52,4,7
52,6,3
52,8,9
52,4,2
52,10,2
53,3,8
53,5,8
53,2,8
53,5,7
53,9,4
53,7,10
53,6,5
53,1,10
53,10,8
53,7,3
53,1,9
53,5,4
53,5,9
53,5,3
53,10,4
53,5,2
53,1,7
53,5,10
53,1,8
53,9,2
53,8,4
53,6,4
53,9,10
53,6,2
53,6,10
53,10,3
53,9,3
53,7,2
53,6,8
53,6,9
53,7,8
53,6,7
53,1,5
53,4,3
53,2,3
53,1,2
53,1,6
53,1,4
53,9,7
53,1,3
53,7,4
53,6,3
53,9,8
53,2,4
53,10,2
54,8,3
54,5,8
54,8,2
54,5,7
54,9,4
54,10,7
54,5,6
54,1,10
54,8,10
54,7,3
54,9,1
54,5,4
54,5,9
54,5,3
54,10,4
54,5,2
54,1,7
54,5,10
54,1,8
54,9,2
54,4,8
54,6,4
54,9,10
54,2,6
54,6,10
54,3,10
54,9,3
54,2,7
54,6,8
54,6,9
54,7,8
54,6,7
54,1,5
54,4,3
54,2,3
54,1,2
54,6,1
54,1,4
54,9,7
54,3,1
54,7,4
54,6,3
54,9,8
54,2,4
54,2,10
55,8,3
55,5,8
55,8,2
55,5,7
55,9,4
55,10,7
55,6,5
55,10,1
55,10,8
55,7,3
55,9,1
55,5,4
55,9,5
55,5,3
55,10,4
55,5,2
55,1,7
55,10,5
55,1,8
55,9,2
55,8,4
55,6,4
55,9,10
55,6,2
55,6,10
55,10,3
55,9,3
55,2,7
55,6,8
55,9,6
55,8,7
55,6,7
55,5,1
55,3,4
55,2,3
55,1,2
55,6,1
55,1,4
55,9,7
55,1,3
55,7,4
55,6,3
55,9,8
55,2,4
55,10,2
56,8,3
56,5,8
56,2,8
56,5,7
56,9,4
56,7,10
56,5,6
56,1,10
56,10,8
56,7,3
56,9,1
56,5,4
56,9,5
56,5,3
56,10,4
56,5,2
56,1,7
56,5,10
56,1,8
56,9,2
56,8,4
56,6,4
56,9,10
56,6,2
56,6,10
56,10,3
56,9,3
56,2,7
56,6,8
56,9,6
56,7,8
56,6,7
56,1,5
56,3,4
56,2,3
56,2,1
56,6,1
56,1,4
56,9,7
56,1,3
56,7,4
56,6,3
56,9,8
56,2,4
56,2,10
57,3,8
57,8,5
57,2,8
57,7,5
57,4,9
57,7,10
57,6,5
57,10,1
57,10,8
57,7,3
57,9,1
57,4,5
57,9,5
57,3,5
57,10,4
57,2,5
57,7,1
57,10,5
57,8,1
57,2,9
57,8,4
57,4,6
57,10,9
57,2,6
57,10,6
57,10,3
57,3,9
57,7,2
57,8,6
57,6,9
57,7,8
57,7,6
57,1,5
57,4,3
57,2,3
57,2,1
57,6,1
57,4,1
57,7,9
57,3,1
57,7,4
57,3,6
57,8,9
57,2,4
57,10,2
59,3,8
59,5,8
59,2,8
59,5,7
59,4,9
59,10,7
59,6,5
59,1,10
59,10,8
59,3,7
59,1,9
59,4,5
59,5,9
59,3,5
59,4,10
59,5,2
59,1,7
59,10,5
59,1,8
59,2,9
59,4,8
59,4,6
59,10,9
59,6,2
59,10,6
59,10,3
59,3,9
59,7,2
59,8,6
59,6,9
59,7,8
59,6,7
59,1,5
59,4,3
59,3,2
